scheme_code,amc_code,amc_name,scheme_name,scheme_name_unique,date_of_inception,asset_category,asset_sub_category,option_name,plan_name,risk_profile,risk_rating,benchmark,nav,nav_date,fund_size,fund_manager,isin_dividend_payout_or_growth,isin_dividend_reinvest,bse_txn,bse_code_payout_or_growth,bse_code_reinvest,expense_ratio_s_d,objective,scheme_doc_url,riskometer,vr_rating,final_benchmark,exit_load,txn_info,row_num
120389,AMC2,Axis Asset Management Company Ltd.,Axis Liquid Fund - Direct Plan - Growth Option,Axis Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,2923.6389,2025-06-11 00:00:00+00:00,39069.4058,Devang Shah,INF846K01CX4,,Y,CFDG-GR,,0.09,To Provide A High Level Of Liquidity With Reasonable Returns Commensurating With Low Risk Through A Portfolio Of Money Market And Debt Securities.,https://www.axismf.com/statutory-disclosures,Low to Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 500.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119303,AMC38,Union Asset Management Company Pvt. Ltd.,Union Liquid Fund - Direct Plan - Growth Option,Union Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,2535.8547,2025-06-11 00:00:00+00:00,4683.8238,Devesh Thacker,INF582M01674,,Y,UNLGRD-GR,,0.07,"To Provide Reasonable Returns Commensurate With Lower Risk And High Level Of Liquidity Through A Portfolio Of Money Market And Debt Securities. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",http://unionmf.com/downloads/schemeinformationdoc.aspx,Low to Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
149664,AMC35,Sundaram Asset Management Company Limited,Sundaram Liquid Fund- Direct Plan - Growth Option,Sundaram Liquid Fund,01-Jan-13,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,2323.3219,2025-06-11 00:00:00+00:00,5707.5402,Dwijendra Srivastava,INF173K01GU0,,Y,SULFZG-GR,,0.13,"To Provide Investors With As High A Level Of Income Available From Short-Term Investments As Is Considered Consistent With Preservation Of Capital And Maintenance Of Liquidity, By Investing In A Portfolio Of Money Market And Investment Grade Debt Instruments.",https://www.sundarammutual.com/Downloads,Low to Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 1000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
118364,AMC16,Bandhan AMC Limited,Bandhan Liquid Fund -Direct Plan-Growth,Bandhan Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,3175.3761,2025-06-11 00:00:00+00:00,13495.6822,Harshal Joshi,INF194K01I60,,Y,DFCCG-GR,,0.12,"The Scheme Seeks To Offer An Investment Avenue For Short Term Savings By Looking To Generate Returns Commensurate With A Low Risk Strategy And With High Liquidity, From A Portfolio That Is Invested In Debt And Money Market Securities With Maturity Up To 91 Days.",https://bandhanmutual.com/downloads/sid,Low to Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL after 7D'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
148841,AMC42,Trust Asset Management Private Limited,TRUST MF Liquid Fund-Direct Plan-Growth,TRUST MF Liquid Fund,23-Apr-21,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,1273.5043,2025-06-11 00:00:00+00:00,762.2773,Jalpan Shah,INF0GCD01255,,Y,TSLFDG-GR,,0.1,The Investment Objective Of The Scheme Is To Provide Reasonable Returns At A High Level Of Safety And Liquidity Through Investments In High Quality Debt And Money Market Instruments.,https://www.trustmf.com/Download,Low to Moderate,**,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 1000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119125,AMC8,DSP Investment Managers Private Limited,DSP Liquidity Fund - Direct Plan - Growth,DSP Liquidity Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,3759.2715,2025-06-11 00:00:00+00:00,17845.0733,Karan Mundhra,INF740K01QL4,,Y,DS798-GR,,0.1,"An Open Ended Income Scheme Seeking To Generate A Reasonable Return Commensurate With Low Risk And A High Degree Of Liquitity, From A Portfolio Constituted Of Money Market Securities And High Quality Debt Securities.",https://www.dspim.com/downloads?category=Information%20Documents&sub_category=SID/SAI,Low to Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL after 7D'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119568,AMC1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,Aditya Birla Sun Life Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,424.5589,2025-06-11 00:00:00+00:00,53911.7342,Kaustubh Gupta,INF209K01VA3,,Y,BS153GZ-GR,,0.21,To Provide Reasonable Returns At A High Level Of Safety And Liquidity Through Judicious Investments In High Quality Debt And Money Market Instruments.,https://mutualfund.adityabirlacapital.com/resources/forms,Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL after 7D'}","{'min_invest': 500.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119135,AMC18,Groww Asset Management Limited,Groww Liquid Fund - Direct Plan - Growth Option,Groww Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,2548.7403,2025-06-11 00:00:00+00:00,142.4363,Kaustubh Sule,INF666M01451,,Y,INLFG1-GR,,0.1,"To Provide A High Level Of Liquidity With Returns Commensurate With Low Risk Through A Portfolio Of Money Market And Debt Securities With Maturity Of Up To 91Days. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.growwmf.in/downloads/sid,Low to Moderate,*,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 500.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120406,AMC20,JM Financial Asset Management Private Limited,JM Liquid Fund Direct - Growth Option,JM Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,71.8055,2025-06-11 00:00:00+00:00,2680.1756,Killol Pandya,INF192K01CM6,,Y,JMLFDG-GR,,0.16,To Provide Income By Way Of Dividend (Dividend Plans) And Capital Gains (Growth Plan) Through Investing In Debt And Money Market Securities With Maturity Of Upto 91 Days Only. There Can Be No Assurance That The Investment Objectives Of The Scheme Will Be Realized. The Scheme Does Not Guarantee/ Indicate Any Returns.,https://www.jmfinancialmf.com/Downloads/Addenda.aspx?SubReportID=538A8B27-62B1-4CFE-BFF2-65DDFF0D4627,Low to Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 1000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120537,AMC19,Invesco Asset Management Company Pvt Ltd.,Invesco India Liquid Fund - Direct Plan - Growth,Invesco India Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,3609.1538,2025-06-11 00:00:00+00:00,13775.4796,Krishna Cheemalapati,INF205K01MF9,,Y,RGLFD1-GR,,0.15,"To Generate Income Commensurate With Low Risk And High Liquidity, Through A Portfolio Of Debt And Money Market Instruments.",https://invescomutualfund.com/literature-and-form?tab=Scheme,Low to Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 1000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
118305,AMC6,Canara Robeco Asset Management Company Limited,Canara Robeco Liquid Fund - Direct Plan - Growth Option,Canara Robeco Liquid Fund,01-Jan-13,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,3151.3908,2025-06-11 00:00:00+00:00,5708.7649,Kunal Jain,INF760K01FU6,,Y,CALIDG-GR,,0.12,"To Achieve Enhancement Of Income, While Maintaining A Level Of High Liquidity Through Investment In A Mix Of Money Market Instruments And Debt Securities",http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,Low to Moderate,**,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
147157,AMC41,ITI Asset Management Limited,ITI Liquid Fund - Direct Plan - Growth Option,ITI Liquid Fund,24-Apr-19,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,1367.5017,2025-06-11 00:00:00+00:00,58.7817,Laukik Bagwe,INF00XX01283,,Y,ITLFG1-GR,,0.09,"Iti Liquid Fund Is An Open Ended Liquid Scheme That Seeks To Provide Reasonable Returns, Commensurate With Low Risk While Providing A High Level Of Liquidity, Through A Portfolio Of Moneymarket And Debt Securities.",https://www.itimf.com/downloads,Low to Moderate,**,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
125345,AMC17,360 ONE Asset Management Limited,360 ONE Liquid Fund Direct Plan  Growth,360 ONE Liquid Fund,13-Nov-13,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,2016.8808,2025-06-11 00:00:00+00:00,853.469,Milan Mody,INF579M01621,,Y,IFLDG-GR,,0.2,"To Provide Liquidity With Reasonable Returns In Commensuration With Low Risk Through A Portfolio Of Money Market And Debt Securities With Residual Maturity Of Up To 91Days. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.iiflmf.com/downloads/information-documents,Low to Moderate,**,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119369,AMC5,Bank of India Investment Managers Private Limited,Bank of India Liquid Fund- Direct Plan- Growth,Bank of India Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,3028.1776,2025-06-11 00:00:00+00:00,1881.5349,Mithraem Bharucha,INF761K01785,,Y,BXBA072-GR,,0.1,The Scheme Seeks To Deliver Reasonable Market Related Returns With Lower Risk And Higher Liquidity Through Portfolio Of Debt And Money Market Instruments. The Scheme Is Not Providing Any Assured Or Guaranteed Returns.,https://www.boimf.in/investor-corner#t1,Low to Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 100.0}",1
118577,AMC11,Franklin Templeton Asset Management (India) Private Limited,Franklin India Liquid Fund - Super Instittutional - Direct - Growth,Franklin India Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,3951.3664,2025-06-11 00:00:00+00:00,3378.1108,Pallab Roy,INF090I01JV2,,Y,FR474-GR,,0.12,The Scheme Aims To Provide Current Income With High Liquidity Through 100% Investment In Debt And Money Market Instruments.,https://www.franklintempletonindia.com/investor/downloads/fund-documents,Low to Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL after 7D'}","{'min_invest': 10000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
145971,AMC40,WhiteOak Capital Asset Management Limited,WhiteOak Capital Liquid Fund- Direct plan-Growth Option,WhiteOak Capital Liquid Fund,17-Jan-19,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,1408.7361,2025-06-11 00:00:00+00:00,435.7813,Piyush Baranwal,INF03VN01043,,Y,YELGD-GR,,0.21,"The Investment Objective Of The Scheme Is To Generate Optimal Returns Consistent With Moderate Levels Of Risk And High Liquidity By Investing In High Quality Debt And Money Market Instruments.However, There Is No Assurance Or Guarantee That The Investment Objective Of The Scheme Will Be Achieved. The Scheme Does Not Assure Or Guarantee Any Returns.",https://mf.whiteoakamc.com/WOC/downloads,Low to Moderate,*,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 500.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
140196,AMC9,Edelweiss Asset Management Limited,Edelweiss Liquid Fund - Direct Plan - Growth Option,Edelweiss Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,3397.8626,2025-06-11 00:00:00+00:00,7349.8923,Rahul Dedhia,INF754K01GM4,,Y,EDILD1-GR,,0.09,"Edelweiss Liquid Fund Is An Open Ended Liquid Scheme That Seeks To Provide Reasonable Returns, Commensurate With Low Risk While Providing A High Level Of Liquidity, Through A Portfolio Of Money Market And Debt Securities.",https://www.edelweissmf.com/downloads#Scheme-Information-Document,Low to Moderate,****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
139538,AMC24,Mahindra Manulife Investment Management Private Limited,Mahindra Manulife Liquid Fund - Direct Plan -Growth,Mahindra Manulife Liquid Fund,04-Jul-16,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,1712.2581,2025-06-11 00:00:00+00:00,1314.4134,Rahul Pal,INF174V01044,,Y,MHMLFDG-GR,,0.15,"The Scheme Seeks To Deliver Reasonable Market Related Returns With Lower Risk And Higher Liquiditythrough A Portfolio Of Money Market And Debt Instruments. However, There Is No Assurance That Theinvestment Objective Of The Scheme Will Be Realized And The Scheme Does Not Assure Or Guarantee Any Returns.",https://www.mahindramanulife.com/downloads#SIDSAI,Moderate,*****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 1000.0, 'min_invest_sip': 0.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 0.0}",1
120249,AMC23,LIC Mutual Fund Asset Management Limited,LIC MF Liquid Fund-Direct Plan-Growth,LIC MF Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,4773.488,2025-06-11 00:00:00+00:00,11040.796,Rahul Singh,INF767K01DN1,,Y,LCLFG1-DGR,,0.16,To Generate Reasonable Returns With Low Risk And High Liquidity Through Judicious Mix Of Investments In Money Market Instruments And Quality Debt Instruments,https://www.licmf.com/downloads/sid_sai,Low to Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
143269,AMC27,PPFAS Asset Management Pvt. Ltd.,Parag Parikh Liquid Fund- Direct Plan- Growth,Parag Parikh Liquid Fund,11-May-18,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,1455.0761,2025-06-11 00:00:00+00:00,3059.105,Raj Mehta,INF879O01068,,Y,PPLFGZ-GR,,0.1,The Primary Investment Objective Of The Scheme Is To Provide Optimal Returns With Lower Risk Andhigher Liquidity Through Judicious Investments In Money Market And Debt Instruments.There Is No Assurance That The Investment Objective Of The Scheme Will Be Realized And The Scheme Does Not Assure Or Guarantee Any Returns.,https://amc.ppfas.com/downloads/kim-sid-and-sai/,Low to Moderate,*,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119800,AMC33,SBI Funds Management Private Limited,SBI Liquid Fund - Direct Plan -Growth,SBI Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,4111.8667,2025-06-11 00:00:00+00:00,67476.1169,Rajeev Radhakrishnan,INF200K01UT4,,Y,SBD72SG-GR,,0.21,To Provide The Investors An Opportunity To Invest In The Entire Range Of Debt And Money Market Securities With Residual Maturity Upto 91 Days Only.,https://www.sbimf.com/en-us/offer-document-sid-kim,Low to Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 500.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
145834,AMC26,Motilal Oswal Asset Management Company Limited,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund,19-Dec-18,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,13.8978,2025-06-11 00:00:00+00:00,1104.0776,Rakesh Shetty,INF247L01734,,Y,MOLFGD-GR,,0.19,"The Investment Objective Of The Scheme Is To Generate Optimal Returns With High Liquidity To The Investors Through A Portfolio Of Money Market Securities.However, There Can Be No Assurance Or Guarantee That The Investment Objective Of The Scheme Would Be Achieved.",https://www.motilaloswalmf.com/downloads/mutual-fund/SID,Low to Moderate,*,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 500.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120837,AMC29,Quant Money Managers Limited,Quant Liquid Fund - Growth Option - Direct Plan,Quant Liquid Fund,05-Jan-13,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,42.2491,2025-06-11 00:00:00+00:00,1610.3473,Sanjeev Sharma,INF966L01820,,Y,QULFDG-GR,,0.26,The Investment Objective Of The Scheme Is To Generate Income Through A Portfolio Comprising Money Market And Debt Instruments. There Is No Assurance That The Investment Objective Of The Scheme Will Be Realized.,http://www.quantmutual.com/downloads/kim,Low to Moderate,*****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151833,AMC46,Bajaj Finserv Asset Management Limited,Bajaj Finserv Liquid Fund - Direct Plan - Growth,Bajaj Finserv Liquid Fund,04-Jul-23,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,1147.6598,2025-06-11 00:00:00+00:00,4388.5155,Siddharth Chaudhary,INF0QA701011,,Y,BJLFDG-GR,,0.11,"To Provide A Level Of Income Consistent With The Objectives Of Preservation Of Capital, Lower Risk And High Liquidity Through Investments Made Primarily In Money Market And Debt Securities With Maturity Of Up To 91 Days Only.",https://www.bajajamc.com/downloads,Low to Moderate,,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 100.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
103734,AMC30,Quantum Asset Management Company Private Limited,Quantum Liquid Fund - Direct Plan Growth Option,Quantum Liquid Fund,07-Apr-06,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,35.141,2025-06-11 00:00:00+00:00,526.2061,Sneha Pandey,INF082J01127,,Y,QMFLFGPG-GR,,0.15,To Provide Optimal Returns With Low To Moderate Levels Of Risk And High Liquidity Through Judicious Investments In Money Market And Debt Instruments.,https://www.quantumamc.com/fund-related-documents/sid/13,Low,**,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119164,AMC10,Navi AMC Limited,Navi Liquid Fund-Direct Plan-Growth Option,Navi Liquid Fund,01-Jan-13,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,CRISIL Liquid Fund Index,28.5532,2025-06-11 00:00:00+00:00,74.0684,Tanmay Sethi,INF959L01GF1,,Y,ESLQGD-GR,,0.15,"To Provide A High Level Of Liquidity With Reasonable Returns Commensurate With Low Risk Through A Portfolio Of Money Market And Debt Securities. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.Navimutualfund.com/dnd_applicationform.php,Low to Moderate,*****,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
118701,AMC31,Nippon Life India Asset Management Limited,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,Nippon India Liquid Fund,31-Dec-12,Fixed Income,Liquid,Growth,Direct,Conservative ,0.6,NIFTY Liquid Fund Index,6435.4409,2025-06-11 00:00:00+00:00,35392.1045,Vikash Agarwal,INF204K01ZH0,,Y,LFAG-GR,,0.2,The Investment Objective Of The Scheme Is To Generate Optimal Returns Consistent With Moderate Levels Of Risk And High Liquidity By Investing In Debt And Money Market Instruments.,https://www.nipponindiamf.com/investor-service/downloads/scheme-information-document,Moderate,***,AUB3,"{'exit_load_period': 0.0, 'exit_load_rate': 0.007, 'exit_load_period_remark': '0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D'}","{'min_invest': 1000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
